time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
0.89,0.0230965,0.00186934,0.013596,0.116354,0.19853,0.00567448,0.0158282,-0.000301351,-0.0116619,0.0152316,-0.0152208,-0.00928696,-0.0577075,-0.219267,0.0115692,-0.0241755,-0.013639,-0.0103604
0.9,0.0243415,0.00374568,0.0130694,0.116184,0.198965,0.00595983,0.0121396,-0.00171619,-0.0113978,0.0184773,-0.013882,-0.0111175,-0.057798,-0.220687,0.0127701,-0.02402,-0.0141984,-0.00856275
0.91,0.0241459,0.00425775,0.0128167,0.116123,0.199285,0.00620916,0.00929822,-0.00176159,-0.0107593,0.0223594,-0.0128773,-0.011327,-0.0561974,-0.220577,0.0140928,-0.0216757,-0.0137979,-0.00874631
0.92,0.023201,0.00441465,0.0126974,0.116012,0.199465,0.00637218,0.00637619,-0.00158169,-0.00985591,0.0274926,-0.0114252,-0.0104374,-0.0527293,-0.220979,0.0154284,-0.0176949,-0.0127336,-0.0103567
0.93,0.0228205,0.0050734,0.0121397,0.115824,0.199666,0.00654896,0.00302082,-0.00197001,-0.00944381,0.0323936,-0.00963169,-0.00992204,-0.0497024,-0.220902,0.016476,-0.0150114,-0.012076,-0.0103406
0.94,0.0226883,0.0058343,0.0112937,0.115636,0.199879,0.00676553,-0.000344941,-0.0024537,-0.00943249,0.0367472,-0.00785379,-0.00958547,-0.0471696,-0.219469,0.0172891,-0.013375,-0.011682,-0.00895353
0.95,0.0226449,0.00593898,0.00998781,0.115403,0.200028,0.00702451,-0.00293893,-0.00227982,-0.00937324,0.0403525,-0.00671846,-0.00927958,-0.0458299,-0.216795,0.0179632,-0.0120281,-0.011379,-0.00818387
0.96,0.0227905,0.0056013,0.0083432,0.115083,0.200127,0.00728986,-0.00491307,-0.00171946,-0.00920676,0.0433341,-0.00611143,-0.00912012,-0.0455767,-0.213298,0.0185166,-0.0110191,-0.0111831,-0.007946
0.97,0.0223673,0.00607536,0.00740789,0.114792,0.200181,0.00742611,-0.00751326,-0.00213979,-0.00848782,0.04695,-0.00482762,-0.00910569,-0.0431503,-0.209369,0.0190343,-0.00927677,-0.0103903,-0.00689467
0.98,0.0209877,0.00719263,0.00725224,0.114716,0.200224,0.00749419,-0.0107899,-0.00323,-0.00741128,0.0509378,-0.00308589,-0.00931298,-0.0382963,-0.203652,0.0196341,-0.00666396,-0.00902908,-0.00511084
0.99,0.0202837,0.00726562,0.00715318,0.114668,0.200275,0.00766153,-0.0135847,-0.00302144,-0.00729258,0.0538854,-0.00278382,-0.00975149,-0.0360616,-0.196799,0.0204343,-0.00501453,-0.00857042,-0.00459234
1,0.020727,0.00643954,0.00674519,0.114372,0.200288,0.00785606,-0.0156966,-0.00180401,-0.00782496,0.0559229,-0.003519,-0.0101495,-0.0367175,-0.190331,0.0213637,-0.00451937,-0.0089758,-0.00530577
1.01,0.0208264,0.00605498,0.00632576,0.113986,0.200239,0.00796333,-0.0178729,-0.0011763,-0.00774746,0.0580298,-0.00360785,-0.0103953,-0.0360094,-0.183575,0.0223708,-0.0036174,-0.00896406,-0.00572237
1.02,0.0203174,0.00597193,0.00607974,0.113757,0.200153,0.0080493,-0.0203316,-0.000902919,-0.00736813,0.0601633,-0.00341419,-0.0108031,-0.0339694,-0.17567,0.0234083,-0.00233575,-0.00860451,-0.00605105
1.03,0.0198286,0.00553433,0.00591424,0.1136,0.200035,0.00817319,-0.0228794,-0.000174074,-0.00731255,0.0620305,-0.00380728,-0.0116018,-0.0323418,-0.166635,0.0245376,-0.00145157,-0.00845866,-0.00704564
1.04,0.0201786,0.00656645,0.00483952,0.113403,0.200069,0.00827283,-0.0273391,-0.00124167,-0.00726634,0.0618786,-0.00253377,-0.0133654,-0.0283321,-0.154866,0.0238741,-0.00342873,-0.00829719,-0.0109267
1.05,0.0212798,0.00917965,0.00356213,0.113217,0.200232,0.00825677,-0.0336468,-0.00419057,-0.00682803,0.0599896,0.000705525,-0.0156484,-0.0218482,-0.141755,0.0214855,-0.00752765,-0.00790836,-0.0171506
1.06,0.0214716,0.00857573,0.00394415,0.113007,0.200054,0.00824239,-0.0369246,-0.0033101,-0.00677831,0.0605646,0.000363876,-0.0163355,-0.0198142,-0.132375,0.0222932,-0.0077817,-0.00802688,-0.0199424
1.07,0.0206483,0.00477059,0.00399227,0.112717,0.199655,0.00838659,-0.0372214,0.00104495,-0.00706102,0.0625998,-0.0035618,-0.0156414,-0.0214472,-0.123558,0.0253317,-0.00613468,-0.00837954,-0.0199362
1.08,0.0203832,0.00301039,0.00234831,0.112427,0.199534,0.00854278,-0.0392518,0.0026578,-0.00586868,0.0617127,-0.00501444,-0.0157951,-0.0204517,-0.109166,0.0249001,-0.00972418,-0.00784108,-0.0234648
1.09,0.0206619,0.00387108,0.00164438,0.11225,0.199447,0.00851602,-0.0432449,0.00148163,-0.00402516,0.0602198,-0.00347186,-0.0173487,-0.0174312,-0.0947579,0.0232391,-0.0149406,-0.00731773,-0.0295085
1.1,0.0202803,0.00345711,0.00253521,0.112169,0.19897,0.00844781,-0.046242,0.00221983,-0.00403866,0.0620889,-0.00357558,-0.0187791,-0.0157352,-0.0871682,0.025541,-0.0142396,-0.00789995,-0.0320447
1.11,0.0191957,0.000942787,0.00221584,0.112042,0.19844,0.00853518,-0.0476604,0.00500047,-0.004317,0.0638651,-0.00603107,-0.0183371,-0.0149495,-0.0788235,0.0286309,-0.0120469,-0.00808435,-0.0313048
